customer_city,payment_type,count
senador pompeu,credit_card,2
turvania,credit_card,2
pintadas,credit_card,2
sao jose da laje,credit_card,2
oliveira dos brejinhos,credit_card,2
sao jose da coroa grande,credit_card,2
roca sales,credit_card,2
rodeio bonito,credit_card,2
piedade dos gerais,credit_card,2
rodeiro,credit_card,2
sarapui,credit_card,2
urucui,credit_card,2
piranga,credit_card,2
santa teresinha,credit_card,2
uruana,credit_card,2
sao jose do barreiro,credit_card,2
satuba,credit_card,2
urai,credit_card,2
upanema,credit_card,2
unistalda,credit_card,2
uniao dos palmares,credit_card,2
presidente kennedy,credit_card,2
novo oriente,credit_card,2
rodelas,credit_card,2
saude,credit_card,2
rio real,credit_card,2
patrocinio do muriae,credit_card,2
pinheiro,credit_card,2
tupandi,credit_card,2
pindai,credit_card,2
pimenteiras,credit_card,2
tracunhaem,credit_card,2
sao joao do triunfo,credit_card,2
serranopolis do iguacu,credit_card,2
serrolandia,credit_card,2
pacoti,credit_card,2
sao joao do oriente,credit_card,2
pilar,credit_card,2
paiva,credit_card,2
pilao arcado,credit_card,2
santo amaro de campos,credit_card,2
sao joao do manhuacu,credit_card,2
sertanopolis,credit_card,2
tomazina,credit_card,2
ouro verde de minas,credit_card,2
serrania,credit_card,2
ouro verde,credit_card,2
tucunduva,credit_card,2
senhora de oliveira,credit_card,2
sericita,credit_card,2
protasio alves,credit_card,2
oroco,credit_card,2
oros,credit_card,2
serra de sao bento,credit_card,2
oscar bressane,credit_card,2
tres arroios,credit_card,2
santana do cariri,credit_card,2
sao jorge do patrocinio,credit_card,2
quatis,credit_card,2
santana do mundau,credit_card,2
pindare mirim,credit_card,2
santana do serido,credit_card,2
ribeirao branco,credit_card,2
abadia dos dourados,credit_card,2
zortea,credit_card,2
belmonte,credit_card,2
ferros,credit_card,2
jacareacanga,credit_card,2
bandeira do sul,credit_card,2
jacinto,credit_card,2
jacui,credit_card,2
carnaubais,credit_card,2
balneario gaivota,credit_card,2
baldim,credit_card,2
baianopolis,credit_card,2
carolina,credit_card,2
bacuri,credit_card,2
carutapera,credit_card,2
carvalhopolis,credit_card,2
fazenda vilanova,credit_card,2
fazenda nova,credit_card,2
castelo do piaui,credit_card,2
augusto pestana,credit_card,2
castro alves,credit_card,2
catarina,credit_card,2
janiopolis,credit_card,2
catu de abrantes,credit_card,2
euclides da cunha paulista,credit_card,2
japira,credit_card,2
euclides da cunha,credit_card,2
arvorezinha,credit_card,2
figueiropolis d'oeste,credit_card,2
jaborandi,credit_card,2
flor da serra do sul,credit_card,2
barro alto,credit_card,2
caputira,credit_card,2
itapirapua,credit_card,2
itapiuna,credit_card,2
itaquirai,credit_card,2
itaquitinga,credit_card,2
itatiaiucu,credit_card,2
caravelas,credit_card,2
itau,credit_card,2
itaueira,credit_card,2
cardoso moreira,credit_card,2
caririacu,credit_card,2
florestal,credit_card,2
ivinhema,credit_card,2
carlinda,credit_card,2
itororo,credit_card,2
ituacu,credit_card,2
itubera,credit_card,2
barra dos coqueiros,credit_card,2
flores,credit_card,2
barra do mendes,credit_card,2
floreal,credit_card,2
barra de sao miguel,credit_card,2
barra de santa rosa,credit_card,2
barra de guabiraba,credit_card,2
jaqueira,credit_card,2
aruana,credit_card,2
cavalcante,credit_card,2
eneas marques,credit_card,2
julio de castilhos,credit_card,2
julio mesquita,credit_card,2
araguapaz,credit_card,2
jundiai do sul,credit_card,2
junqueiro,credit_card,2
centro novo do maranhao,credit_card,2
juruena,credit_card,2
aragarcas,credit_card,2
jussara,credit_card,2
juvenilia,credit_card,2
kalore,credit_card,2
apuiares,credit_card,2
aramari,credit_card,2
emilianopolis,credit_card,2
lagoa da confusao,credit_card,2
apiai,credit_card,2
elisio medrado,credit_card,2
chacara,credit_card,2
chale,credit_card,2
lagoa do ouro,credit_card,2
chapada,credit_card,2
lagoa dos gatos,credit_card,2
aparecida de sao manuel,credit_card,2
lagoa nova,credit_card,2
esperantina,credit_card,2
esperantinopolis,credit_card,2
arroio grande,credit_card,2
jequitiba,credit_card,2
estrela do indaia,credit_card,2
arraias,credit_card,2
jardim do serido,credit_card,2
arneiroz,credit_card,2
arenapolis,credit_card,2
jatauba,credit_card,2
arembepe,credit_card,2
areias,credit_card,2
estacao,credit_card,2
areia branca dos assis,credit_card,2
jequitai,credit_card,2
areia branca,credit_card,2
arapei,credit_card,2
areia,credit_card,2
aratuba,credit_card,2
jesupolis,credit_card,2
espirito santo do turvo,credit_card,2
araruna,credit_card,2
araripe,credit_card,2
ararica,credit_card,2
arari,credit_card,2
espigao alto do iguacu,credit_card,2
espigao,credit_card,2
jose de freitas,credit_card,2
itapetim,credit_card,2
fortuna,credit_card,2
doverlandia,credit_card,2
itapecuru mirim,credit_card,2
guaiuba,credit_card,2
iconha,credit_card,2
ielmo marinho,credit_card,2
igaci,credit_card,2
cabo verde,credit_card,2
buritizal,credit_card,2
grao para,credit_card,2
buriti dos lopes,credit_card,2
grao mogol,credit_card,2
grandes rios,credit_card,2
buenos aires,credit_card,2
bueno brandao,credit_card,2
igreja nova,credit_card,2
iguai,credit_card,2
iguaracu,credit_card,2
iguatama,credit_card,2
ilha comprida,credit_card,2
candiota,credit_card,2
governador celso ramos,credit_card,2
imaculada,credit_card,2
imbau,credit_card,2
canhotinho,credit_card,2
goianorte,credit_card,2
goianinha,credit_card,2
imbuia,credit_card,2
cacequi,credit_card,2
cachoeira de pajeu,credit_card,2
ibiraja,credit_card,2
guarara,credit_card,2
guidoval,credit_card,2
campestre da serra,credit_card,2
campina das missoes,credit_card,2
caldeirao grande,credit_card,2
herval,credit_card,2
hidrolina,credit_card,2
holambra ii,credit_card,2
guariroba,credit_card,2
guarda-mor,credit_card,2
ibateguara,credit_card,2
guaratinga,credit_card,2
ibiaca,credit_card,2
ibiraci,credit_card,2
ibiai,credit_card,2
campinas do sul,credit_card,2
campo alegre de goias,credit_card,2
caibi,credit_card,2
guarani das missoes,credit_card,2
caibate,credit_card,2
caiana,credit_card,2
guarai,credit_card,2
cacule,credit_card,2
cachoeira dourada,credit_card,2
cachoeira do campo,credit_card,2
inconfidentes,credit_card,2
indiapora,credit_card,2
inhapi,credit_card,2
itaituba,credit_card,2
bodoquena,credit_card,2
capim branco,credit_card,2
capinzal do norte,credit_card,2
itagi,credit_card,2
itagiba,credit_card,2
boca da mata,credit_card,2
boa vista do gurupi,credit_card,2
itaguaje,credit_card,2
itaguara,credit_card,2
frecheirinha,credit_card,2
itaguaru,credit_card,2
itaja,credit_card,2
bom jesus das selvas,credit_card,2
francisco sa,credit_card,2
francisco dumont,credit_card,2
francisco badaro,credit_card,2
itamari,credit_card,2
itambaraca,credit_card,2
itamira,credit_card,2
itamogi,credit_card,2
bento de abreu,credit_card,2
benevides,credit_card,2
capitao leonidas marques,credit_card,2
belo vale,credit_card,2
capetinga,credit_card,2
itabatan,credit_card,2
inhauma,credit_card,2
capela de santana,credit_card,2
goiabeira,credit_card,2
inimutaba,credit_card,2
inubia paulista,credit_card,2
glorinha,credit_card,2
caninde de sao francisco,credit_card,2
brasilandia de minas,credit_card,2
ipaporanga,credit_card,2
gloria do goita,credit_card,2
brasil novo,credit_card,2
ipe,credit_card,2
braco do rio,credit_card,2
boqueirao do leao,credit_card,2
itabaianinha,credit_card,2
boninal,credit_card,2
bonfinopolis de minas,credit_card,2
ipumirim,credit_card,2
bonfinopolis,credit_card,2
gaviao peixoto,credit_card,2
gastao vidigal,credit_card,2
irai de minas,credit_card,2
irape,credit_card,2
irineopolis,credit_card,2
irupi,credit_card,2
ita,credit_card,2
chapada dos guimaraes,credit_card,2
jijoca de jericoacoara,credit_card,2
antonio prado de minas,credit_card,2
matutina,credit_card,2
marinopolis,credit_card,2
altamira do parana,credit_card,2
alta floresta d'oeste,credit_card,2
alpinopolis,credit_card,2
martinho campos,credit_card,2
martins,credit_card,2
mascote,credit_card,2
massape,credit_card,2
alpercata,credit_card,2
mata grande,credit_card,2
mata roma,credit_card,2
matelandia,credit_card,2
materlandia,credit_card,2
cumaru,credit_card,2
alianca do tocantins,credit_card,2
alhandra,credit_card,2
alfredo wagner,credit_card,2
conceicao,credit_card,2
conceicao da feira,credit_card,2
mato verde,credit_card,2
alexania,credit_card,2
matoes do norte,credit_card,2
matrincha,credit_card,2
mariluz,credit_card,2
alterosa,credit_card,2
coluna,credit_card,2
alto rio novo,credit_card,2
delfinopolis,credit_card,2
alvares florence,credit_card,2
alvarenga,credit_card,2
altos,credit_card,2
mar vermelho,credit_card,2
mara rosa,credit_card,2
altonia,credit_card,2
maracana,credit_card,2
alto taquari,credit_card,2
maranguape,credit_card,2
alto parana,credit_card,2
alto alegre,credit_card,2
david canabarro,credit_card,2
colonia leopoldina,credit_card,2
colorado do oeste,credit_card,2
alto garcas,credit_card,2
marechal floriano,credit_card,2
alto caparao,credit_card,2
damianopolis,credit_card,2
cururupu,credit_card,2
curuca,credit_card,2
alto alegre do iguacu,credit_card,2
alexandria,credit_card,2
cubati,credit_card,2
denise,credit_card,2
maua da serra,credit_card,2
cortes,credit_card,2
mombuca,credit_card,2
moncoes,credit_card,2
correntina,credit_card,2
monnerat,credit_card,2
montauri,credit_card,2
monte alegre,credit_card,2
monte alegre de minas,credit_card,2
congonhinhas,credit_card,2
coronel martins,credit_card,2
coronel macedo,credit_card,2
conquista,credit_card,2
monte gordo,credit_card,2
corguinho,credit_card,2
acaiaca,credit_card,2
abrantes,credit_card,2
montezuma,credit_card,2
morada nova de minas,credit_card,2
moreilandia,credit_card,2
abare,credit_card,2
corbelia,credit_card,2
abaira,credit_card,2
abaiara,credit_card,2
conde,credit_card,2
mogi-mirim,credit_card,2
corumbatai,credit_card,2
cristais,credit_card,2
conceicao das pedras,credit_card,2
cruzilia,credit_card,2
medeiros,credit_card,2
alambari,credit_card,2
alagoinha,credit_card,2
meruoca,credit_card,2
cristiano otoni,credit_card,2
cristalia,credit_card,2
ajuricaba,credit_card,2
cristalandia,credit_card,2
miraima,credit_card,2
cotriguacu,credit_card,2
crissiumal,credit_card,2
crisolita,credit_card,2
aguas vermelhas,credit_card,2
mirandiba,credit_card,2
miranorte,credit_card,2
aguas formosas,credit_card,2
conceicao do jacuipe,credit_card,2
coxilha,credit_card,2
couto de magalhaes,credit_card,2
agua santa,credit_card,2
colonia castrolanda,credit_card,2
curiuva,credit_card,2
camocim de sao felix,credit_card,2
cocal do sul,credit_card,2
divisa alegre,credit_card,2
limeira do oeste,credit_card,2
macaparana,credit_card,2
machacalis,credit_card,2
analandia,credit_card,2
lima duarte,credit_card,2
cocalinho,credit_card,2
americano do brasil,credit_card,2
liberdade,credit_card,2
diorama,credit_card,2
dionisio,credit_card,2
mae do rio,credit_card,2
antonio carlos,credit_card,2
coelho neto,credit_card,2
claudia,credit_card,2
andrelandia,credit_card,2
luz,credit_card,2
lupionopolis,credit_card,2
lupercio,credit_card,2
anta gorda,credit_card,2
dois irmaos do buriti,credit_card,2
anitapolis,credit_card,2
anita garibaldi,credit_card,2
domiciano ribeiro,credit_card,2
chaveslandia,credit_card,2
luiziana,credit_card,2
lourdes,credit_card,2
dom vicoso,credit_card,2
dom pedro,credit_card,2
angulo,credit_card,2
luiz alves,credit_card,2
magda,credit_card,2
anadia,credit_card,2
dores do rio preto,credit_card,2
laranjal,credit_card,2
manduri,credit_card,2
amarante,credit_card,2
dormentes,credit_card,2
manoel ribas,credit_card,2
lavras da mangabeira,credit_card,2
amapora,credit_card,2
leandro ferreira,credit_card,2
mairi,credit_card,2
colinas,credit_card,2
colmeia,credit_card,2
sao benedito do sul,credit_card,1
conselheiro mairinck,credit_card,1
candido godoi,credit_card,1
candelaria,credit_card,1
sao roque de minas,credit_card,1
sao bentinho,credit_card,1
santo antonio do palma,credit_card,1
sao benedito do rio preto,credit_card,1
sao joao da parauna,credit_card,1
candeias do jamari,credit_card,1
candido mendes,credit_card,1
candeal,credit_card,1
cerro grande do sul,credit_card,1
sapeacu,credit_card,1
constantina,credit_card,1
candoi,credit_card,1
sao rafael,credit_card,1
cerejeiras,credit_card,1
sao joao do itaperiu,credit_card,1
campanario,credit_card,1
conceicao do caninde,credit_card,1
sao joaquim do monte,credit_card,1
central de santa helena,credit_card,1
sao pedro da uniao,credit_card,1
sao pedro de alcantara,credit_card,1
sao joao d'alianca,credit_card,1
sao pedro do iguacu,credit_card,1
conceicao do formoso,credit_card,1
campestre do maranhao,credit_card,1
campina da lagoa,credit_card,1
sao bento abade,credit_card,1
chaval,credit_card,1
sao pedro do sul,credit_card,1
centralina,credit_card,1
chapada do norte,credit_card,1
sao sebastiao da amoreira,credit_card,1
charrua,credit_card,1
sao sebastiao da boa vista,credit_card,1
santo antonio do taua,credit_card,1
campo do tenente,credit_card,1
campo do brito,credit_card,1
santo antonio do planalto,credit_card,1
santo expedito,credit_card,1
campinacu,credit_card,1
campo bonito,credit_card,1
cha grande,credit_card,1
sao joao do sabugi,credit_card,1
sao thome das letras,credit_card,1
santo eduardo,credit_card,1
cha de alegria,credit_card,1
sao vendelino,credit_card,1
sao joao da urtiga,credit_card,1
campo azul,credit_card,1
santo antonio do rio abaixo,credit_card,1
conquista d'oeste,credit_card,1
conrado,credit_card,1
campo alegre do fidalgo,credit_card,1
santo antonio dos campos,credit_card,1
chapadao do lageado,credit_card,1
sao joao de petropolis,credit_card,1
campo grande do piaui,credit_card,1
canaa,credit_card,1
sape,credit_card,1
sao vitor,credit_card,1
canapi,credit_card,1
cerro negro,credit_card,1
sao sebastiao de campos,credit_card,1
cezarina,credit_card,1
sao joao do sul,credit_card,1
condeuba,credit_card,1
sao joao do sobrado,credit_card,1
sao sebastiao do paraiba,credit_card,1
campina do monte alegre,credit_card,1
confins,credit_card,1
campos verdes,credit_card,1
santo inacio,credit_card,1
campo magro,credit_card,1
canitar,credit_card,1
santo hipolito,credit_card,1
sao joao da ponte,credit_card,1
sao jorge d'oeste,credit_card,1
carnaubal,credit_card,1
conceicao do almeida,credit_card,1
caracol,credit_card,1
sao francisco do humaita,credit_card,1
carinhanha,credit_card,1
caridade,credit_card,1
careacu,credit_card,1
sao domingos do maranhao,credit_card,1
sao domingos do araguaia,credit_card,1
caraubas,credit_card,1
caturama,credit_card,1
caraibas,credit_card,1
caraiba,credit_card,1
cocalzinho de goias,credit_card,1
chopinzinho,credit_card,1
sao domingos das dores,credit_card,1
sao luis do curu,credit_card,1
capoeiras,credit_card,1
sao desiderio,credit_card,1
sao cristovao do sul,credit_card,1
sao luis do quitunde,credit_card,1
cocais,credit_card,1
sao joao de pirabas,credit_card,1
sao geraldo do baguari,credit_card,1
combinado,credit_card,1
sao jose dos cordeiros,credit_card,1
sao francisco do guapore,credit_card,1
sao francisco do gloria,credit_card,1
sao jose do xingu,credit_card,1
sao jose do piaui,credit_card,1
sao jose do ribeirao,credit_card,1
sao fernando,credit_card,1
carnauba dos dantas,credit_card,1
carnaiba do sertao,credit_card,1
sao jose do inhacora,credit_card,1
colinas do tocantins,credit_card,1
carmopolis,credit_card,1
sao jose do goiabal,credit_card,1
sao jose do serido,credit_card,1
carmolandia,credit_card,1
coite do noia,credit_card,1
carmesia,credit_card,1
coimbra,credit_card,1
caseiros,credit_card,1
sao felix do coribe,credit_card,1
sao felix do araguaia,credit_card,1
sao felix de minas,credit_card,1
colonia jordaozinho,credit_card,1
cassia dos coqueiros,credit_card,1
castanheiras,credit_card,1
caxambu do sul,credit_card,1
caxingo,credit_card,1
sao mamede,credit_card,1
sao miguel do cambui,credit_card,1
claraval,credit_card,1
cipo-guacu,credit_card,1
sao miguel do gostoso,credit_card,1
sao bonifacio,credit_card,1
cipo,credit_card,1
cidelandia,credit_card,1
chorrocho,credit_card,1
capela do alto,credit_card,1
chorozinho,credit_card,1
colniza,credit_card,1
caparao,credit_card,1
capao do cipo,credit_card,1
canudos,credit_card,1
sao nicolau,credit_card,1
sao patricio,credit_card,1
canto do buriti,credit_card,1
sao paulo das missoes,credit_card,1
sao jorge do ivai,credit_card,1
sao bernardo,credit_card,1
cantanhede,credit_card,1
sao bernardino,credit_card,1
sao goncalo do rio das pedras,credit_card,1
capela do alto alegre,credit_card,1
coari,credit_card,1
conceicao da ibitipoca,credit_card,1
ceara-mirim,credit_card,1
capitao eneas,credit_card,1
cedro,credit_card,1
sao clemente,credit_card,1
capitao andrade,credit_card,1
sao goncalo do abaete,credit_card,1
capitao,credit_card,1
capistrano,credit_card,1
clevelandia,credit_card,1
sao mateus de minas,credit_card,1
sao mateus do maranhao,credit_card,1
sao carlos do ivai,credit_card,1
claro dos pocoes,credit_card,1
sao bras do suacui,credit_card,1
sao miguel das matas,credit_card,1
ceilandia,credit_card,1
central,credit_card,1
sao bras,credit_card,1
cambira,credit_card,1
sao miguel do aleixo,credit_card,1
sao miguel do anta,credit_card,1
capela,credit_card,1
bom retiro,credit_card,1
cambiasca,credit_card,1
umbauba,credit_card,1
andarai,credit_card,1
andre da rocha,credit_card,1
uniao,credit_card,1
andrequice,credit_card,1
angelina,credit_card,1
angical do piaui,credit_card,1
umburatiba,credit_card,1
ulianopolis,credit_card,1
ananas,credit_card,1
uirauna,credit_card,1
angicos,credit_card,1
anguera,credit_card,1
ubirajara,credit_card,1
angustura,credit_card,1
anhandui,credit_card,1
anhembi,credit_card,1
anastacio,credit_card,1
urandi,credit_card,1
trairi,credit_card,1
urucurituba,credit_card,1
valao do barro,credit_card,1
amanari,credit_card,1
amapa do maranhao,credit_card,1
amaraji,credit_card,1
urupa,credit_card,1
amargosa,credit_card,1
america dourada,credit_card,1
urucuia,credit_card,1
amparo da serra,credit_card,1
urucuca,credit_card,1
urucania,credit_card,1
urubici,credit_card,1
americo de campos,credit_card,1
uruana de minas,credit_card,1
ametista do sul,credit_card,1
amontada,credit_card,1
ubata,credit_card,1
anhumas,credit_card,1
antonina do norte,credit_card,1
araguaia,credit_card,1
aquidaba,credit_card,1
trombas,credit_card,1
aquiraz,credit_card,1
trindade do sul,credit_card,1
aracatu,credit_card,1
araci,credit_card,1
aragoiania,credit_card,1
araguana,credit_card,1
antonio cardoso,credit_card,1
tres irmaos,credit_card,1
araguatins,credit_card,1
tres forquilhas,credit_card,1
aramina,credit_card,1
arantina,credit_card,1
araponga,credit_card,1
arapua,credit_card,1
apuarema,credit_card,1
apore,credit_card,1
apora,credit_card,1
tuiuti,credit_card,1
turvolandia,credit_card,1
turvelandia,credit_card,1
antonio goncalves,credit_card,1
tururu,credit_card,1
antonio martins,credit_card,1
antonio pereira,credit_card,1
tupassi,credit_card,1
tuparendi,credit_card,1
tuparece,credit_card,1
antunes,credit_card,1
aparecida de monte alto,credit_card,1
aparecida do rio negro,credit_card,1
tunas do parana,credit_card,1
tunapolis,credit_card,1
tumiritinga,credit_card,1
vale do sol,credit_card,1
alvorada do gurgueia,credit_card,1
alvorada d'oeste,credit_card,1
agua limpa,credit_card,1
vitoria do jari,credit_card,1
agua clara,credit_card,1
vitoria das missoes,credit_card,1
agua comprida,credit_card,1
agua doce,credit_card,1
agua fria de goias,credit_card,1
viseu,credit_card,1
agua nova,credit_card,1
vila pereira,credit_card,1
agua preta,credit_card,1
virginia,credit_card,1
aguas de santa barbara,credit_card,1
aguas de sao pedro,credit_card,1
aguas frias,credit_card,1
aguas mornas,credit_card,1
aguia branca,credit_card,1
agronomica,credit_card,1
agrolandia,credit_card,1
vitorinos,credit_card,1
agrestina,credit_card,1
xique-xique,credit_card,1
xexeu,credit_card,1
abdon batista,credit_card,1
xavantina,credit_card,1
acajutiba,credit_card,1
acari,credit_card,1
xambioa,credit_card,1
witmarsum,credit_card,1
acegua,credit_card,1
acucena,credit_card,1
adhemar de barros,credit_card,1
wanderley,credit_card,1
adustina,credit_card,1
afranio,credit_card,1
agisse,credit_card,1
vila reis,credit_card,1
vila nova do sul,credit_card,1
alvaro de carvalho,credit_card,1
alto bela vista,credit_card,1
altinho,credit_card,1
varzedo,credit_card,1
altinopolis,credit_card,1
varzea nova,credit_card,1
alto alegre do maranhao,credit_card,1
varzea,credit_card,1
alto alegre do pindare,credit_card,1
varjao de minas,credit_card,1
ajapi,credit_card,1
alto paraiso,credit_card,1
vargem grande do soturno,credit_card,1
vargem grande,credit_card,1
alto sao joao,credit_card,1
vargem,credit_card,1
vargeao,credit_card,1
vanini,credit_card,1
altaneira,credit_card,1
venda branca,credit_card,1
almino afonso,credit_card,1
almas,credit_card,1
alagoa,credit_card,1
alagoa grande,credit_card,1
vila flor,credit_card,1
alagoa nova,credit_card,1
vila bela da santissima trindade,credit_card,1
victor graeff,credit_card,1
alcantara,credit_card,1
vicentinopolis,credit_card,1
alegrete do piaui,credit_card,1
alexandra,credit_card,1
alexandrita,credit_card,1
vertentes,credit_card,1
vermelho,credit_card,1
verissimo,credit_card,1
alfredo marcondes,credit_card,1
arara,credit_card,1
traipu,credit_card,1
cambara do sul,credit_card,1
brejoes,credit_card,1
silveira martins,credit_card,1
silveira carvalho,credit_card,1
silvano,credit_card,1
brejo,credit_card,1
brejo bonito,credit_card,1
brejo do cruz,credit_card,1
brejo dos santos,credit_card,1
severiano melo,credit_card,1
brazabrantes,credit_card,1
setubinha,credit_card,1
brejolandia,credit_card,1
sete de setembro,credit_card,1
breves,credit_card,1
britania,credit_card,1
sertao santana,credit_card,1
sertao,credit_card,1
brejetuba,credit_card,1
braunas,credit_card,1
arataca,credit_card,1
bora,credit_card,1
bom jesus do sul,credit_card,1
coqueiro baixo,credit_card,1
bom retiro do sul,credit_card,1
bonito de santa fe,credit_card,1
solanea,credit_card,1
boquim,credit_card,1
boquira,credit_card,1
boraceia,credit_card,1
simao pereira,credit_card,1
borrazopolis,credit_card,1
botelho,credit_card,1
botuvera,credit_card,1
siriji,credit_card,1
bras pires,credit_card,1
brasilandia,credit_card,1
brasileia,credit_card,1
bugre,credit_card,1
serro,credit_card,1
serrita,credit_card,1
cajari,credit_card,1
senador guiomard,credit_card,1
senador firmino,credit_card,1
caiua,credit_card,1
cajapio,credit_card,1
selbach,credit_card,1
sede alvorada,credit_card,1
seberi,credit_card,1
calcado,credit_card,1
buique,credit_card,1
caldas do jorro,credit_card,1
california,credit_card,1
saubara,credit_card,1
calmon,credit_card,1
satiro dias,credit_card,1
camacho,credit_card,1
sardoa,credit_card,1
senador jose porfirio,credit_card,1
senador la rocque,credit_card,1
caicara do norte,credit_card,1
senador salgado filho,credit_card,1
buriti alegre,credit_card,1
serranopolis de minas,credit_card,1
buritirama,credit_card,1
cabeceiras,credit_card,1
serra dourada,credit_card,1
serra dos dourados,credit_card,1
cacaulandia,credit_card,1
cachoeira da prata,credit_card,1
serra branca,credit_card,1
serra azul de minas,credit_card,1
serra azul,credit_card,1
cachoeira do brumado,credit_card,1
serio,credit_card,1
sento se,credit_card,1
caetes,credit_card,1
bom jesus do querendo,credit_card,1
sucesso,credit_card,1
bom jesus do araguaia,credit_card,1
telha,credit_card,1
terezinha,credit_card,1
bacaxa,credit_card,1
teresina de goias,credit_card,1
baguari,credit_card,1
balbinos,credit_card,1
balsa nova,credit_card,1
tenente ananias,credit_card,1
banabuiu,credit_card,1
barra de santo antonio,credit_card,1
bandeirantes do tocantins,credit_card,1
barao,credit_card,1
barao ataliba nogueira,credit_card,1
teixeira,credit_card,1
tecainda,credit_card,1
barao de juparana,credit_card,1
barao do triunfo,credit_card,1
termas de ibira,credit_card,1
avelino lopes,credit_card,1
avai,credit_card,1
terra nova,credit_card,1
areial,credit_card,1
arenopolis,credit_card,1
armazem,credit_card,1
aroeiras,credit_card,1
arraial d ajuda,credit_card,1
arroio do tigre,credit_card,1
arroio trinta,credit_card,1
assare,credit_card,1
assuncao,credit_card,1
atalaia,credit_card,1
ataleia,credit_card,1
atilio vivacqua,credit_card,1
augustinopolis,credit_card,1
aurea,credit_card,1
aurora do para,credit_card,1
barra,credit_card,1
barra do jacare,credit_card,1
bom jesus do amparo,credit_card,1
tabuleiro,credit_card,1
benedito leite,credit_card,1
taiacu,credit_card,1
bequimao,credit_card,1
berizal,credit_card,1
biritinga,credit_card,1
boa ventura,credit_card,1
tabuleiro do norte,credit_card,1
boa vista das missoes,credit_card,1
barra do rio azul,credit_card,1
boa vista do cadeado,credit_card,1
boa vista do sul,credit_card,1
bocaiuva do sul,credit_card,1
bodo,credit_card,1
bodoco,credit_card,1
bom jardim de goias,credit_card,1
sulina,credit_card,1
bemposta,credit_card,1
tamboara,credit_card,1
tangara,credit_card,1
belem do sao francisco,credit_card,1
taquarana,credit_card,1
taquaracu de minas,credit_card,1
barra longa,credit_card,1
barreira,credit_card,1
barrocas,credit_card,1
tapinas,credit_card,1
barrolandia,credit_card,1
taperuaba,credit_card,1
tapera,credit_card,1
bataipora,credit_card,1
taparuba,credit_card,1
bataypora,credit_card,1
bela vista,credit_card,1
bela vista de minas,credit_card,1
bela vista do maranhao,credit_card,1
contenda,credit_card,1
mossamedes,credit_card,1
coqueiros do sul,credit_card,1
parnarama,credit_card,1
paula freitas,credit_card,1
paudalho,credit_card,1
jataizinho,credit_card,1
jaupaci,credit_card,1
patrocinio paulista,credit_card,1
jenipapo de minas,credit_card,1
jequeri,credit_card,1
jerico,credit_card,1
pato bragado,credit_card,1
pastos bons,credit_card,1
jeriquara,credit_card,1
jeronimo monteiro,credit_card,1
passo de camaragibe,credit_card,1
jiquirica,credit_card,1
passagem,credit_card,1
passa tempo,credit_card,1
joaima,credit_card,1
jardim olinda,credit_card,1
paulino neves,credit_card,1
jardim de piranhas,credit_card,1
japaraiba,credit_card,1
jampruca,credit_card,1
pedras altas,credit_card,1
pedrao,credit_card,1
jandaia,credit_card,1
jandaira,credit_card,1
pedra lavrada,credit_card,1
janduis,credit_card,1
japaratuba,credit_card,1
jardim alegre,credit_card,1
japi,credit_card,1
pavao,credit_card,1
japoata,credit_card,1
jaquirana,credit_card,1
jaraguari,credit_card,1
jardim abc de goias,credit_card,1
paulistania,credit_card,1
joao alfredo,credit_card,1
joselandia,credit_card,1
jambeiro,credit_card,1
juara,credit_card,1
paraiso das aguas,credit_card,1
lagoa de sao francisco,credit_card,1
lagoa de velhos,credit_card,1
paraibano,credit_card,1
lagoa do carro,credit_card,1
lagoa do mato,credit_card,1
lagoa do piaui,credit_card,1
lagoa dos patos,credit_card,1
lagoa dos tres cantos,credit_card,1
lagoa real,credit_card,1
lagoinha do piaui,credit_card,1
laje do muriae,credit_card,1
lamarao,credit_card,1
laranja da terra,credit_card,1
laranjal do jari,credit_card,1
pancas,credit_card,1
palmopolis,credit_card,1
lagoa da canoa,credit_card,1
lago verde,credit_card,1
abadiania,credit_card,1
paranhos,credit_card,1
paripueira,credit_card,1
paripiranga,credit_card,1
jucas,credit_card,1
pareci novo,credit_card,1
pardinho,credit_card,1
jucurucu,credit_card,1
junco do serido,credit_card,1
jupi,credit_card,1
paraju,credit_card,1
jurema,credit_card,1
juscimeira,credit_card,1
jussari,credit_card,1
paranacity,credit_card,1
parana,credit_card,1
ladainha,credit_card,1
parambu,credit_card,1
pedregulho,credit_card,1
jamapara,credit_card,1
lencois,credit_card,1
itarana,credit_card,1
itaju do colonia,credit_card,1
piquerobi,credit_card,1
pio xii,credit_card,1
pio ix,credit_card,1
pinto bandeira,credit_card,1
itanhanga,credit_card,1
itanhem,credit_card,1
itapage,credit_card,1
itaparica,credit_card,1
pinhal da serra,credit_card,1
pingo-d'agua,credit_card,1
pindorama do tocantins,credit_card,1
pindobacu,credit_card,1
pindoba,credit_card,1
itapicuru,credit_card,1
itapora,credit_card,1
pimenta,credit_card,1
piracema,credit_card,1
piracuruca,credit_card,1
itaguari,credit_card,1
itabirinha,credit_card,1
iracema,credit_card,1
irai,credit_card,1
iramaia,credit_card,1
pires ferreira,credit_card,1
irara,credit_card,1
iraucuba,credit_card,1
itabi,credit_card,1
pirapo,credit_card,1
pirai do norte,credit_card,1
itacoatiara,credit_card,1
